title,description,genre
fargo,"Aby wydostać się z finansowych tarapatów, Jerry musi zdobyć sporą sumę pieniędzy. Postanawia porwać własną żonę i wyłudzić okup od teścia.",drama
are we done yet?," Nick Persons (Ice Cube), jego świeżo poślubiona małżonka (Nia Long), oraz dwójka jej dzieci (Allen i Bolden) przeprowadzają się do kupionego po okazyjnej cenie domu na... ",family
the yes men fix the world,Dwóch aktywistów przeprowadza prowokacje wymierzone przeciw korporacjom i rządom.,documentary
slither,"Na małe amerykańskie miasteczko spada meteor z tajemniczym, agresywnym pasożytem.",horror
the gods must be crazy,"Buszmen z pustyni Kalahari wyrusza w świat, by oddać bogom znalezioną&nbsp;butelkę po Coca-Coli.",comedy
where the buffalo roam,"Dziennikarz Hunter S. Thompson wyrusza wraz ze swoim prawnikiem&nbsp;Carlem Lazlo w trasę po Ameryce, by relacjonować wybory prezydenckie oraz puchar&nbsp;Super Bowl.",biography
feast,Dieta boston terriera Winstona zależy od tego co akurat degustuje jego właściciel. Pewnego dnia pies dostrzega wielką zmianę. ,animation
botoks,"Losy czterech kobiet pracujących w służbie medycznej splatają się w szpitalu, gdzie dochodzi do wielu nielegalnych przedsięwzięć.",thriller
ca$h,Mające problemy finansowe młode małżeństwo z Chicago przypadkowo wchodzi w posiadanie walizki zawierającej znaczną ilość gotówki. Wkrótce para staje się celem angielskiego gangstera szukającego swojej własności. ,crime
friday the 13th: the final chapter,"Jason wciąż żyje. Po przebudzeniu się w kostnicy zabija koronera i pielęgniarkę, a następnie wraca nad jezioro.",horror
space jam: a new legacy,LeBron James i drużyna animków muszą pokonać w meczu koszykówki złośliwą sztuczną inteligencję. Stawką pojedynku są losy świata. ,animation
my favorite martian,W pobliżu domu reportera telewizyjnego rozbija się UFO. Mężczyzna postanawia pomóc kosmicie.,family
manolete,Historia najsłynniejszego hiszpańskiego torreadora i jego wielkiej miłości do aktorki. Kobieta nauczyła go jak żyć i jak umierać.,romance
the italian job,"Grupa ekskluzywnych złodziei kradnie w Wenecji sejf ze sztabami złota. Kiedy akcja się udaje, jeden z nich próbuje wyeliminować resztę.",thriller
horsemen,"Aidan dostaje zadanie rozwikłania zagadki mordercy, który wydaje się naśladować Czterech Jeźdźców Apokalipsy.",thriller
finding vivian maier,"Film opowiada niewiarygodną historię Vivian Maier, wybitnie uzdolnionej i bardzo tajemniczej fotografki. ",biography
sansho dayu,Gubernator prefektury ujmuje się za gnębionymi wieśniakami i zostaje zesłany na odległą prowincję. Jego rodzina wyrusza w niebezpieczną drogę do krewnych. ,drama
rampage,"Prymatolog Davis Okoye nawiązuje więź z inteligentnym gorylem. Nieudany eksperyment naukowy sprawia, że małpa oraz inne zwierzęta zaczynają siać spustoszenie w mieście. ",action
"camille claudel, 1915","Rok 1915. Wysłana przez rodzinę do ośrodka dla umysłowo chorych rzeźbiarka, Camille, czeka na odwiedziny brata, Paula ",biography
blind fury,"Niewidomy weteran wojny wietnamskiej wraca do USA, by odnaleźć dawnego towarzysza broni.",action
roman polanski: wanted and desired,"Dokument opowiada o życiu i twórczości Romana Polańskiego, poruszając głównie temat procesu sądowego, w którym reżyser był oskarżony o wykorzystanie seksualne Samanthy Gailey.",documentary
walle,"Daleka przyszłość. Ziemię opuszczoną przez ludzi próbuje uprzątnąć uroczy robot WALL.E. Pewnego dnia na planetę przybywa EVE – przepiękna, nowoczesna maszyna, która szuka oznak życia.",animation
the maltese falcon,Prywatny detektyw próbuje rozwikłać zagadkę zniknięcia bezcennej statuetki.,crime
saved!," Mary i jej najlepsza przyjaciółka Hilary rozpoczynają właśnie ostatni rok nauki w chrześcijańskim liceum. Dziewczyny rozpiera żarliwa religijność, chęć naprawy świata i... ",comedy
i love you phillip morris,"Policjant, przykładny mąż i ojciec przestaje ukrywać fakt, iż jest homoseksualistą, by odtąd żyć pełnią życia. Seria oszustw, których się dopuszcza dla pieniędzy, doprowadza go do więzienia, gdzie spotyka wielką miłość.",biography
end of watch,"Taylor i Zavala, dwóch młodych policjantów, patroluje niespokojne ulice południowego Los Angeles. Podczas rutynowego patrolu wpadają na trop makabrycznej zbrodni. Stojący za nią gang narkotykowy wydaje na nich wyrok. ",crime
one-man band,"Dwaj uliczni grajkowie konkurują ze sobą, aby przyciągnąć uwagę dziewczynki.",animation
open water,Para nurków zostaje przypadkowo pozostawiona na środku oceanu.,thriller
super mario bros.,"Bracia Mario, dwaj włoscy hydraulicy z Brooklynu, wyruszają do równoległego świata by uratować Daisy, archeolog porwaną przez króla Koopę.",fantasy
respire,"Do maturalnej klasy&nbsp;Charlie dołącza nowa koleżanka. Przyjaźń między dziewczynami przeradza się w skomplikowaną, destrukcyjną relację.",drama
moj biegun,"Historia najmłodszego niepełnosprawnego zdobywcy biegunów, Jana Meli, który uległ poważnemu wypadkowi. ",biography
speed racer,"Kierowca wyścigowy odkrywa, że wyniki zawodów są ustawiane przez motoryzacyjną korporację.&nbsp;",family
der mude tod,Kobieta otrzymuje od śmierci trzy szanse na uratowanie ukochanego. ,fantasy
yip man 2,Legendarny mistrz kung-fu pragnie otworzyć szkołę chińskich sztuk walki.,biography
psycho ii," Norman Bates opuszcza mury szpitala psychiatrycznego, w którym spędził ponad 20 lat. Powrót do społeczeństwa staje się jednak dla niego trudniejszy niż przypuszczał. ",thriller
a private war,"Amerykańska korespondentka wojenna Marie Colvin opowiada o konfliktach w Kosowie, Czeczenii, Timorze Wschodnim i na Bliskim Wschodzie.",biography
the invisible man,"Po zerwaniu toksycznej relacji mąż Cecilii, naukowiec-wynalazca popełnia samobójstwo. Od tej pory zaczynają ją prześladować dziwne zdarzenia. ",horror
the benchwarmers,"Gus, Richie oraz Clark postanawiają nadrobić stracone lata i zakładają trzyosobową drużynę baseballową. ",family
within the whirlwind," Jest rok 1937. Eugenia Ginzburg, ideowa komunistka, wykłada literaturę rosyjską na uniwersytecie w Kazaniu. Jej mąż jest członkiem lokalnego komitetu WKP(b). Rodzina... ",biography
arthur,"Przyzwyczajony do luksusu Arthur musi wybrać pomiędzy małżeństwem z rozsądku, dzięki któremu zachowa majątek, a prawdziwą miłością.",comedy
coffee and cigarettes ii," Drugi z filmów Jima Jarmuscha o tytule ""Kawa i papierosy"" jest kontynuacją pierwszej części, tzw. Memphis version. Dwójka bliźniaków, przy filiżance kawy - paląc... ",comedy
this means war,"Dwaj agenci CIA zakochują się w tej samej kobiecie. Rozpoczynają rywalizację o względy ukochanej, wykorzystując rządową technologię, nabyte umiejętności i doświadczenie.",action
8 mile,"Młody chłopak z Detroit, Jimmi, ledwie wiąże koniec z końcem. Jego marzeniem jest nagranie własnej płyty i kariera rapera.",biography
the way back,"Pogrążony w depresji Jack Cunningham, który przed laty zrezygnował z kariery sportowej, podejmuje się trenowania drużyny koszykarskiej&nbsp;swojej dawnej szkoły.",drama
scooby-doo 2: monsters unleashed,"Członków Tajemniczej Spółki okrzyknięto bohaterami miasta Coolsville. Na ich cześć zostaje zorganizowana impreza, podczas której dochodzi do ataku potworów.",family
lavender,"Jane fotografuje stare domy, jeden z nich w tajemniczy sposób przyciąga jej uwagę znacznie bardziej. Podczas jazdy autem dostrzega na&nbsp; drodze dziewczynkę i, by uniknąć zderzenia, dochodzi do wypadku.",thriller
hubie halloween,"Dobrotliwy, ale strachliwy Hubie z&nbsp;Salem w&nbsp;Massachusetts nie należy do&nbsp;ulubieńców mieszkańców. Nie przeszkadza mu to&nbsp;jednak bronić ich przed złem podczas Halloween.",comedy
the blind side,Bezdomny nastolatek zostaje otoczony opieką przez bogatą rodzinę. Dzięki niej wyrasta na gwiazdę amerykańskiego futbolu.,biography
scusa ma ti chiamo amore,Pracownik agencji reklamowej zakochuje się w dużo młodszej od siebie licealistce. ,comedy
4:13 do katowic,Ojciec zgwałconej córki postanawia sam wymierzyć sprawiedliwość jej oprawcy. ,thriller
star wars,"Obi-Wan opowiada młodemu Luke'owi, że jego ojcem był potężny rycerz Jedi, który walczył w wojnach klonów.",adventure
neco z alenky," ""Coś z Alicji"" w reżyserii Czecha Jana Švankmajera to jedna z najoryginalniejszych ekranizacji powieści Lewisa Carrolla ""Alicja w Krainie Czarów"". Jest to surrealistyczna... ",animation
superman iii,"Pechowy, lecz genialny haker tworzy maszynę, która może zabić Supermana.",action
fuga,"Alicja nie pamięta przeszłości, nie wie kim jest. Kiedy po dwóch latach od zniknięcia zostaje odnaleziona przez rodzinę, nie chce wracać do dawnego, zapomnianego życia.",thriller
shinobi,Historia pary kochanków z rywalizujących ze sobą klanów ninja.,fantasy
akira,"Członek gangu motocyklowego zostaje poddany eksperymentom. Chłopak zyskuje dzięki nim wielką moc, nad którą nie jest w stanie zapanować. ",sci-fi
project power,"Nowy Orlean. Były żołnierz, nastolatka i policjant wspólnie poszukują źródła pochodzenia niebezpiecznej nowej pigułki, która daje zażywającym ją krótkotrwałe supermoce.",thriller
over the limit,"Dokument opowiada o psychicznych kosztach, jakie niesie ze sobą uprawianie wyczynowego sportu. ",documentary
blue eyed," Film przedstawia przebieg doświadczenia, jakie przeprowadziła w 1995 roku Jane Elliott walcząca przeciwko rasizmowi w Stanach Zjednoczonych. Eksperyment polegał na... ",documentary
haunted,"Profesor Ash przyjeżdża do wiejskiej posiadłości w Anglii na zaproszenie niani. Kobieta chce, by naukowiec zweryfikował, czy jest ona nawiedzana przez duchy. ",horror
minuscule - la vallee des fourmis perdues,Między czarnymi a czerwonymi mrówkami wybucha wojna o pudełko z kostkami cukru. W ich rywalizację wplątuje się zagubiona biedronka. ,animation
pat garrett &amp; billy the kid,"Szeryf Pat Garrett wyrusza w pościg za swoim dawnym przyjacielem, Billym Kidem, który uciekł z więzienia.",western
casablanca,"II wojna światowa, Casablanca. Właściciel nocnego klubu, Rick Blaine, spotyka swoją dawną miłość, Ilsę, która okazuje się być żoną działacza czeskiego ruchu oporu, Victora Laszlo. Dawne uczucia odżywają.",crime
the cardinal,"Młody katolicki ksiądz z Bostonu wspomina swoje życie w dzień kardynalskich święceń. Opowiada nie tylko o sprawach osobistych, ale również nietolerancji oraz nazizmie podczas II wojny światowej.",drama
bande a part," Węsząc okazję do zdobycia łatwych pieniędzy, Arthur przekonuje swego przyjaciela, Franza, by przedstawił mu swoją dziewczynę, Odile. Odile bowiem powiedziała Franzowi o... ",drama
mayhem,"Tajemniczy wirus atakuje społeczeństwo. Derek Cho, po zwolnieniu z pracy, postanawia wykorzystać ten fakt i stoczyć walkę przeciwko korporacji. ",horror
50 first dates,"Kobieciarz imieniem Henry zakochuje się w pięknej dziewczynie. Przed rokiem uległa ona wypadkowi, a doznany uraz głowy sprawił, że od tego czasu jej pamięć nie rejestruje nowych zdarzeń.",comedy
ghosts," Film opowiada historię Maestro obdarzonego nadprzyrodzonymi mocami, który jest zmuszony przez burmistrza do opuszczenia miasteczka. Broniąc się przed przymusową eksmisją... ",horror
beverly hills chihuahua,"Rozpieszczony piesek Chloe wyrusza w podróż do Meksyku. Gdy gubi swoją opiekunkę, zostaje zdany na siebie.",family
22-nenme no kokuhaku: watashi ga satsujinhan desu,"Młody policjant Wataru Makimura bezskutecznie usiłuje złapać seryjnego mordercę. Gdy sprawa zostaje zamknięta, zabójca wydaje książkę, w której pisze o dokonanej przez siebie zbrodni. ",thriller
suspect,"Sędzia sądu najwyższego popełnia samobójstwo, a jego sekretarka zostaje zamordowana. Za zbrodnię sądzony jest głuchoniemy bezdomny, lecz przydzielona mu prawniczka nie wierzy w winę mężczyzny. ",crime
conan the destroyer,Mocarny wojownik podejmuje się misji eskortowania księżniczki Jehnny w drodze po magiczny róg. W zamian ma odzyskać zmarłą ukochaną. ,fantasy
jabberwocky,"Ubogi Dennis pragnie zdobyć rękę ukochanej kobiety. Udaje się więc do miasta, aby zbić majątek. ",fantasy
essential killing,Po ucieczce z amerykańskiego tajnego więzienia w Europie Środkowej afgański jeniec desperacko walczy o przeżycie. ,thriller
bee movie,Niepozorna pszczoła postanawia położyć kres wyzyskiwaniu swojego gatunku przez ludzkość i rozpoczyna sądową batalię z handlującymi miodem korporacjami.,animation
tarapaty,"Julka spędza wakacje u ciotki, gdzie poznaje Olka. W ręce dzieci wpada plan mający prowadzić do skarbu. ",family
marathon man,"Student historii zostaje wplątany w intrygę kryminalną, kiedy do Nowego Jorku przyjeżdża były nazistowski zbrodniarz chcący odzyskać cenną przesyłkę.",thriller
scoob!," W pierwszej kinowej animacji ze Scooby-Doo w roli głównej poznamy nowe wątki, dotyczące pochodzenia uroczego psiaka. Zobaczymy też najbardziej zawiłe śledztwo w historii... ",animation
"monsters, inc.","Potwory straszą dzieci, bo to ich praca, ale w rzeczywistości panicznie się ich boją. Pewnego razu do ich świata trafia dziewczynka, która nie czuje przed nimi strachu.",animation
terminator: dark fate,"Sarah Connor powraca, aby chronić dziewczynę imieniem Dani przed nowym Terminatorem Rev-9. ",action
fast &amp; furious presents: hobbs &amp; shaw,Stróż prawa Luke Hobbs i wyrzutek Deckard Shaw łączą swoje siły przeciwko cybernetycznie zmodyfikowanemu przestępcy zagrażającemu całej ludzkości. ,action
universal soldier: regeneration,"Terroryści opanowują elektrownię atomową, grożąc nuklearną katastrofą. Powstrzymać ich może tylko niezwyciężony Uniwersalny Żołnierz - Luc Deveraux.",action
mauvais sang," Na stacji paryskiego metra gangster Jean wpada pod pociąg. Nie wiadomo, czy było to morderstwo, czy samobójstwo. Marc, jego wspólnik, który mieszka z piękną Anną, sądzi,... ",crime
star trek: nemesis,Załoga Enterprise udaje się do Romulan chcących negocjować traktat pokojowy. ,adventure
hi way,Dwóch filmowców opowiada o swoich pomysłach na film w drodze powrotnej z wywiadu.,comedy
asterix - le secret de la potion magique,"Panoramiks chce przejść na emeryturę, dlatego wyrusza z Asteriksem i Obeliksem, by znaleźć godnego siebie następcę. ",animation
la belle noiseuse,"Znany malarz Frenhofer powraca do porzuconego przed laty projektu, korzystając z odwiedzin młodego artysty i jego kochanki.",drama
alvin and the chipmunks: the road chip,"Przez zbieg okoliczności wiewiórki myślą, że Dave chce się ożenić i je porzucić. Wyruszają więc w podróż, by zapobiec oświadczynom. ",animation
the dead zone,"Adaptacja powieści Stephena Kinga. Budząc się z kilkuletniej śpiączki, Johnny odkrywa, że może przewidywać przyszłość.",thriller
nochnoy dozor,"Równowaga między siłami Światła i Ciemności zostaje zachwiana. Pojawia się bowiem ""Ten wielki"", który może zakończyć odwieczny konflikt. ",fantasy
